borough,neighborhood,bin,numfloors,house_number,street_name,full_street_name,zipcode,full_address,streetview_image_usable_flag,streetview_stairs_detected,streetview_gate_detected,streetview_ramp_or_barrier_detected,streetview_amr_can_reach_door_flag,car_ai_penalty_s,car_streetview_stairs_present_R,car_streetview_gate_present_R,car_streetview_ramp_or_barrier_present_R,car_streetview_access_barrier_score_R,amr_streetview_stairs_present_R,amr_streetview_gate_present_R,amr_streetview_ramp_or_barrier_present_R,amr_streetview_access_barrier_score_R,streetview_access_barrier_score_R
Manhattan,Chelsea-Hudson Yards,1013264,3.0,201.0,8,8 AVE,10011.0,201 8 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side-Lincoln Square,1029906,3.0,103.0,71,W  71 ST,10023.0,103 W  71 ST,True,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1030737,4.0,230.0,75,W  75 ST,10023.0,230 W  75 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031530,4.0,58.0,89,W  89 ST,10024.0,58 W  89 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side-Lincoln Square,1029925,5.0,,,,,,True,False,False,True,True,10,0,0,1,0.3333333333333333,0,0,1,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1015654,20.0,1150.0,BROADWAY,BROADWAY,10001.0,1150 BROADWAY,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026484,5.0,439.0,46,W  46 ST,10036.0,439 W  46 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side-Lincoln Square,1029760,6.0,101.0,70,W  70 ST,10023.0,101 W  70 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013537,4.0,320.0,31,W  31 ST,10001.0,320 W  31 ST,True,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1024941,5.0,325.0,42,W  42 ST,10036.0,325 W  42 ST,True,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013026,4.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side-Lincoln Square,1029775,4.0,136.0,71,W  71 ST,10023.0,136 W  71 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown-Times Square,1015995,12.0,39.0,38,W  38 ST,10018.0,39 W  38 ST,False,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1028792,4.0,,,,,,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1013742,3.0,218.0,15,W  15 ST,10011.0,218 W  15 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side (Central),1028808,4.0,31.0,76,W  76 ST,10023.0,31 W  76 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1014098,7.0,234.0,8,8 AVE,10011.0,234 8 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1019507,5.0,229.0,14,E  14 ST,10003.0,229 E  14 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1025394,4.0,351.0,53,W  53 ST,10019.0,351 W  53 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side-Lincoln Square,1027188,12.0,17.0,60,W  60 ST,10023.0,17 W  60 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031780,4.0,142.0,80,W  80 ST,10024.0,142 W  80 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Gramercy,1020511,5.0,320.0,2,2 AVE,10003.0,320 2 AVE,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1014655,3.0,109.0,17,W  17 ST,10011.0,109 W  17 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031472,4.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Gramercy,1017929,5.0,148.0,20,E  20 ST,10003.0,148 E  20 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown South-Flatiron-Union Square,1015469,5.0,29.0,19,W  19 ST,10011.0,29 W  19 ST,True,True,False,False,True,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown-Times Square,1014418,14.0,260.0,35,W  35 ST,10001.0,260 W  35 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026379,3.0,440.0,44,W  44 ST,10036.0,440 W  44 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1014096,6.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031669,3.0,39.0,94,W  94 ST,10025.0,39 W  94 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1014670,9.0,,,,,,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026491,4.0,413.0,46,W  46 ST,10036.0,413 W  46 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown South-Flatiron-Union Square,1016883,7.0,235.0,5,5 AVE,10016.0,235 5 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013721,4.0,229.0,14,W  14 ST,10011.0,229 W  14 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Gramercy,1017883,3.0,214.0,3,3 AVE,10003.0,214 3 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1028729,4.0,40.0,75,W  75 ST,10023.0,40 W  75 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown-Times Square,1023759,36.0,150.0,CENTRAL,CENTRAL PARK S,10019.0,150 CENTRAL PARK S,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013988,3.0,216.0,20,W  20 ST,10011.0,216 W  20 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1015608,16.0,,,,,,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013753,3.0,262.0,15,W  15 ST,10011.0,262 W  15 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side-Lincoln Square,1028640,4.0,32.0,73,W  73 ST,10023.0,32 W  73 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1030900,5.0,2191.0,BROADWAY,BROADWAY,10024.0,2191 BROADWAY,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026757,7.0,439.0,53,W  53 ST,10019.0,439 W  53 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1015195,2.0,155.0,33,W  33 ST,10001.0,155 W  33 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031359,5.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1030061,5.0,129.0,74,W  74 ST,10023.0,129 W  74 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown-Times Square,1015952,18.0,48.0,37,W  37 ST,10018.0,48 W  37 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1025447,5.0,856.0,9,9 AVE,10019.0,856 9 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1024832,43.0,900.0,8,8 AVE,10019.0,900 8 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1017595,41.0,,,,,,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1024805,23.0,218.0,50,W  50 ST,10019.0,218 W  50 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1028785,4.0,48.0,76,W  76 ST,10023.0,48 W  76 ST,True,False,True,True,True,25,0,1,1,0.6666666666666666,0,1,1,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side-Lincoln Square,1029950,4.0,136.0,73,W  73 ST,10023.0,136 W  73 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1013858,5.0,250.0,18,W  18 ST,10011.0,250 W  18 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1015161,12.0,115.0,30,W  30 ST,10001.0,115 W  30 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1023755,14.0,100.0,CENTRAL,CENTRAL PARK S,10019.0,100 CENTRAL PARK S,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side-Lincoln Square,1029936,4.0,103.0,72,W  72 ST,10023.0,103 W  72 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown-Times Square,1015890,12.0,35.0,35,W  35 ST,10001.0,35 W  35 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1030891,10.0,208.0,78,W  78 ST,10024.0,208 W  78 ST,True,False,True,False,True,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side (Central),1031558,4.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1013284,3.0,355.0,21,W  21 ST,10011.0,355 W  21 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1012627,4.0,427.0,21,W  21 ST,10011.0,427 W  21 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side-Lincoln Square,1028445,5.0,57.0,68,W  68 ST,10023.0,57 W  68 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1013346,3.0,349.0,22,W  22 ST,10011.0,349 W  22 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1012519,2.0,,,,,,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Gramercy,1019594,3.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031022,4.0,315.0,75,W  75 ST,10023.0,315 W  75 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031124,3.0,,,,,,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side-Lincoln Square,1030365,9.0,243.0,70,W  70 ST,10023.0,243 W  70 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1020499,3.0,336.0,19,E  19 ST,10003.0,336 E  19 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Gramercy,1018107,7.0,151.0,25,E  25 ST,10010.0,151 E  25 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1014450,5.0,232.0,37,W  37 ST,10018.0,232 W  37 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031668,3.0,43.0,94,W  94 ST,10025.0,43 W  94 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown-Times Square,1024894,36.0,1754.0,BROADWAY,BROADWAY,10019.0,1754 BROADWAY,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1030056,4.0,143.0,74,W  74 ST,10023.0,143 W  74 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1027151,3.0,628.0,52,W  52 ST,10019.0,628 W  52 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1014228,5.0,249.0,26,W  26 ST,10001.0,249 W  26 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1018044,22.0,145.0,23,E  23 ST,10010.0,145 E  23 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013734,5.0,70.0,7,7 AVE,10011.0,70 7 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1015084,4.0,108.0,28,W  28 ST,10001.0,108 W  28 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1030126,4.0,125.0,75,W  75 ST,10023.0,125 W  75 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031182,6.0,,,,,,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side (Central),1028764,5.0,3.0,75,W  75 ST,10023.0,3 W  75 ST,True,False,True,False,True,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1014038,4.0,184.0,7,7 AVE,10011.0,184 7 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1017599,14.0,280.0,MADISON,MADISON AVE,10016.0,280 MADISON AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013585,12.0,360.0,36,W  36 ST,10018.0,360 W  36 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Hell's Kitchen,1026465,5.0,426.0,46,W  46 ST,10036.0,426 W  46 ST,True,False,True,False,True,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1015559,10.0,3.0,22,W  22 ST,10010.0,3 W  22 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013249,3.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031099,15.0,301.0,77,W  77 ST,10024.0,301 W  77 ST,True,True,False,True,True,30,1,0,1,0.6666666666666666,1,0,1,0.6666666666666666,0.6666666666666666
Manhattan,Gramercy,1020580,16.0,318.0,23,E  23 ST,10010.0,318 E  23 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side-Lincoln Square,1028569,4.0,24.0,71,W  71 ST,10023.0,24 W  71 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Gramercy,1018160,5.0,379.0,PARK,PARK AVE S,10016.0,379 PARK AVE S,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031467,5.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown-Times Square,1014486,16.0,230.0,39,W  39 ST,10018.0,230 W  39 ST,True,False,False,True,True,10,0,0,1,0.3333333333333333,0,0,1,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1015107,18.0,127.0,28,W  28 ST,10001.0,127 W  28 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1016972,15.0,129.0,MADISON,MADISON AVE,10016.0,129 MADISON AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1015948,5.0,,,,,,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1014511,20.0,264.0,40,W  40 ST,10018.0,264 W  40 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1014536,4.0,140.0,15,W  15 ST,10011.0,140 W  15 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Gramercy,1018132,6.0,95.0,LEXINGTON,LEXINGTON AVE,10016.0,95 LEXINGTON AVE,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown South-Flatiron-Union Square,1015791,7.0,298.0,5,5 AVE,10001.0,298 5 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1014422,16.0,261.0,35,W  35 ST,10001.0,261 W  35 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side-Lincoln Square,1028622,5.0,32.0,72,W  72 ST,10023.0,32 W  72 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side-Lincoln Square,1028636,36.0,14.0,73,W  73 ST,10023.0,14 W  73 ST,True,False,False,True,True,10,0,0,1,0.3333333333333333,0,0,1,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1015859,26.0,1282.0,BROADWAY,BROADWAY,10001.0,1282 BROADWAY,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side-Lincoln Square,1030507,22.0,253.0,72,W  72 ST,10023.0,253 W  72 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031657,5.0,50.0,94,W  94 ST,10025.0,50 W  94 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Gramercy,1020421,5.0,261.0,1,1 AVE,10003.0,261 1 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013338,5.0,200.0,9,9 AVE,10011.0,200 9 AVE,True,False,True,False,True,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1016938,9.0,34.0,30,E  30 ST,10016.0,34 E  30 ST,True,False,True,False,True,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown-Times Square,1023453,5.0,127.0,56,W  56 ST,10019.0,127 W  56 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side (Central),1028780,4.0,34.0,76,W  76 ST,10023.0,34 W  76 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side (Central),1030262,12.0,140.0,79,W  79 ST,10024.0,140 W  79 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1019769,6.0,205.0,23,E  23 ST,10010.0,205 E  23 ST,True,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1023726,7.0,117.0,57,W  57 ST,10019.0,117 W  57 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1015937,58.0,400.0,5,5 AVE,10018.0,400 5 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1014435,12.0,256.0,36,W  36 ST,10018.0,256 W  36 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1015687,11.0,236.0,5,5 AVE,10001.0,236 5 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1024982,13.0,357.0,44,W  44 ST,10036.0,357 W  44 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1014054,5.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side-Lincoln Square,1029924,5.0,149.0,72,W  72 ST,10023.0,149 W  72 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1020555,5.0,365.0,1,1 AVE,10010.0,365 1 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026891,9.0,410.0,58,W  58 ST,10019.0,410 W  58 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026986,4.0,521.0,47,W  47 ST,10036.0,521 W  47 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1016301,6.0,16.0,23,E  23 ST,10010.0,16 E  23 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1014188,3.0,282.0,25,W  25 ST,10001.0,282 W  25 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1015302,6.0,,,,,,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1017084,21.0,53.0,33,E  33 ST,10016.0,53 E  33 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1019652,4.0,,,,,,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013567,5.0,331.0,35,W  35 ST,10001.0,331 W  35 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1012613,4.5,463.0,21,W  21 ST,10011.0,463 W  21 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown South-Flatiron-Union Square,1016167,8.0,,,,,,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1012973,5.0,445.0,37,W  37 ST,10018.0,445 W  37 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Gramercy,1020536,2.0,332.0,20,E  20 ST,10003.0,332 E  20 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Gramercy,1019776,5.0,238.0,24,E  24 ST,10010.0,238 E  24 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Gramercy,1018138,5.0,147.0,26,E  26 ST,10010.0,147 E  26 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1024948,5.0,324.0,43,W  43 ST,10036.0,324 W  43 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1013600,6.0,537.0,8,8 AVE,10018.0,537 8 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1017796,5.0,125.0,15,E  15 ST,10003.0,125 E  15 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031762,4.0,121.0,79,W  79 ST,10024.0,121 W  79 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side-Lincoln Square,1028605,9.0,59.0,71,W  71 ST,10023.0,59 W  71 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1017233,5.0,27.0,38,E  38 ST,10016.0,27 E  38 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1014174,11.0,225.0,24,W  24 ST,10011.0,225 W  24 ST,True,False,False,True,True,10,0,0,1,0.3333333333333333,0,0,1,0.3333333333333333,0.3333333333333333
Manhattan,Hell's Kitchen,1026708,4.0,458.0,51,W  51 ST,10019.0,458 W  51 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031650,4.0,30.0,94,W  94 ST,10025.0,30 W  94 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Hell's Kitchen,1026376,3.0,430.0,44,W  44 ST,10036.0,430 W  44 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
